SOPInstanceUID,Target
1.2.826.0.1.3680043.8.498.36507723893912911343571828187290935916,15 
1.2.826.0.1.3680043.8.498.36629006271789573314556482581195179941,12 
1.2.826.0.1.3680043.8.498.36654463139019514378343266775229416696,3 
1.2.826.0.1.3680043.8.498.36662528586525976384028265820213465479,1 
1.2.826.0.1.3680043.8.498.36672675753336699272344302589316445988,16 
1.2.826.0.1.3680043.8.498.36802428298695931565200034963113933316,0 
1.2.826.0.1.3680043.8.498.37028778911486555366004478900194513364,3 
1.2.826.0.1.3680043.8.498.37052729879028902944683278975015682624,13 20 
1.2.826.0.1.3680043.8.498.37320272398625232887627296944152697032,3 
1.2.826.0.1.3680043.8.498.37351105991005007794986316489326773261,14 
1.2.826.0.1.3680043.8.498.37418880582239868130746525954667124085,2 
1.2.826.0.1.3680043.8.498.37471707599367888819840415211016037383,3 
1.2.826.0.1.3680043.8.498.37554332496781759908620179434779212964,3 
1.2.826.0.1.3680043.8.498.37608443890081372704628226011200818983,11 
1.2.826.0.1.3680043.8.498.37634180084111795685928688942145555908,3 
1.2.826.0.1.3680043.8.498.37666181488793022858518882494618633979,16 
1.2.826.0.1.3680043.8.498.37666635935776160438360202645121670892,13 20 
1.2.826.0.1.3680043.8.498.37782493613786305592059331773018823757,3 
1.2.826.0.1.3680043.8.498.37929682002854180671510244046877692473,16 
1.2.826.0.1.3680043.8.498.37952842414491882578968460138387996759,2 
1.2.826.0.1.3680043.8.498.37953641962968429056371943107095897943,14 
1.2.826.0.1.3680043.8.498.37988087293668664950216093179295451877,6 
1.2.826.0.1.3680043.8.498.38003384196713521267891193372500447656,3 
1.2.826.0.1.3680043.8.498.38144387562488948635680953338968688431,13 20 
1.2.826.0.1.3680043.8.498.38205053441937305293889264560550109451,2 
1.2.826.0.1.3680043.8.498.38210929398184855176667135430265938403,14 
1.2.826.0.1.3680043.8.498.38245131900608261980021796046173197413,15 
1.2.826.0.1.3680043.8.498.38370691005849563922150179738392518042,1 
1.2.826.0.1.3680043.8.498.38377940350536995941779310139774995168,0 
1.2.826.0.1.3680043.8.498.38485821893862845007765501653101366555,13 20 
1.2.826.0.1.3680043.8.498.38491342734476422556855438693785722469,3 
1.2.826.0.1.3680043.8.498.38515373301294540108157236847268046549,3 
1.2.826.0.1.3680043.8.498.38671455270231091393186209040314884569,3 
1.2.826.0.1.3680043.8.498.38736534220648978659247789392498778926,3 
1.2.826.0.1.3680043.8.498.38749100405881147218088008209431522166,14 
1.2.826.0.1.3680043.8.498.38872257772551990149437929738103446010,13 
1.2.826.0.1.3680043.8.498.38885686657113546181222523326390624482,13 
1.2.826.0.1.3680043.8.498.39232500638646738618879838668170426013,9 
1.2.826.0.1.3680043.8.498.39286386395654026252182797241319961137,3 
1.2.826.0.1.3680043.8.498.39303401534828247517515290344870519843,3 
1.2.826.0.1.3680043.8.498.39306381561261326456073690726162489181,3 
1.2.826.0.1.3680043.8.498.39345386063383635130935308147582272972,6 
1.2.826.0.1.3680043.8.498.39390180738733714701759058828899549666,3 
1.2.826.0.1.3680043.8.498.39492122223838689027055590325032195599,3 
1.2.826.0.1.3680043.8.498.39573055189776887816256938093494178216,3 
1.2.826.0.1.3680043.8.498.39587001376118062741344350938268400748,9 21 
1.2.826.0.1.3680043.8.498.39617117899599968047912521538044523545,13 
1.2.826.0.1.3680043.8.498.39695639540195389179744111246988129057,6 
1.2.826.0.1.3680043.8.498.39709929915116422422774291452500742900,3 
1.2.826.0.1.3680043.8.498.39730499482958298151365225075245581454,3 
1.2.826.0.1.3680043.8.498.39735026090592676402489776169129908530,3 
1.2.826.0.1.3680043.8.498.39923105488481146884026146644147650657,2 
1.2.826.0.1.3680043.8.498.39945193698438463376560405966057829538,21 
1.2.826.0.1.3680043.8.498.39954296171805920557305723657022612573,13 20 
1.2.826.0.1.3680043.8.498.39966308127006708604965081316884045380,3 
1.2.826.0.1.3680043.8.498.40021271003410524767434174732919518872,11 
1.2.826.0.1.3680043.8.498.40040328007680466158430662813266263462,14 
1.2.826.0.1.3680043.8.498.40052629108573459205629349692759532921,3 
1.2.826.0.1.3680043.8.498.40192029357433558639867635827273646379,15 
1.2.826.0.1.3680043.8.498.40359932981956163394016536174708622849,19 
1.2.826.0.1.3680043.8.498.40619895820009996988465070066918132589,3 
1.2.826.0.1.3680043.8.498.40642270854150795725782247250008808815,3 
1.2.826.0.1.3680043.8.498.40653128817950924238858936466455806690,13 
1.2.826.0.1.3680043.8.498.40701224021599007570153840565146493474,21 
1.2.826.0.1.3680043.8.498.40762991219049799586816869341278991563,3 
1.2.826.0.1.3680043.8.498.40796613291369558867442474084029345436,16 
1.2.826.0.1.3680043.8.498.40821008868450046764347884782816135592,3 
1.2.826.0.1.3680043.8.498.40873634043856194971605627566822843376,3 
1.2.826.0.1.3680043.8.498.40980451264472627837736300468920321093,19 
1.2.826.0.1.3680043.8.498.40993113465022153717657413259256413865,3 
1.2.826.0.1.3680043.8.498.41039811140059800225820168649584434930,6 
1.2.826.0.1.3680043.8.498.41087132862065136486236752254052399923,9 
1.2.826.0.1.3680043.8.498.41156725324855048815844715177224579819,14 
1.2.826.0.1.3680043.8.498.41206487549275583656423396576943296985,3 
1.2.826.0.1.3680043.8.498.41410783286392879116189450745916608428,13 
1.2.826.0.1.3680043.8.498.41500302154204493084852926291891827335,11 
1.2.826.0.1.3680043.8.498.41565018110929482029389527850285055751,14 
1.2.826.0.1.3680043.8.498.41670715737338082575724192493696479651,11 
1.2.826.0.1.3680043.8.498.41696855914454268204186524722363702810,4 
1.2.826.0.1.3680043.8.498.41726676236342090326351730786617823906,3 
1.2.826.0.1.3680043.8.498.41800155389187918842340143200559108110,1 
1.2.826.0.1.3680043.8.498.41857875502498619988421400529304848094,13 20 
1.2.826.0.1.3680043.8.498.41966468661924231037523638165343872305,0 3 
1.2.826.0.1.3680043.8.498.42097466296545455800466705334416369119,3 
1.2.826.0.1.3680043.8.498.42143419023689000015270662940317894572,9 21 
1.2.826.0.1.3680043.8.498.42163169877923282880465367437779610250,11 
1.2.826.0.1.3680043.8.498.42187469065623574442315141936077264540,11 
1.2.826.0.1.3680043.8.498.42195158095222440955347999188177024565,3 
1.2.826.0.1.3680043.8.498.42395961388789168579727263606099698800,3 
1.2.826.0.1.3680043.8.498.42460800835122640476135499215684425436,3 
1.2.826.0.1.3680043.8.498.42474940752612960219149772204218910503,3 
1.2.826.0.1.3680043.8.498.42574841670243289074248810640553202779,3 
1.2.826.0.1.3680043.8.498.42866152852264250398626641776696392908,0 3 
1.2.826.0.1.3680043.8.498.43209438254945357304644934851825001347,3 
1.2.826.0.1.3680043.8.498.43264705493776775616684587406867274858,3 
1.2.826.0.1.3680043.8.498.43486379054694841379624360273185742157,3 
1.2.826.0.1.3680043.8.498.43492816108246731955375088486530705175,14 
1.2.826.0.1.3680043.8.498.43516095502772890849056326848076748568,14 
1.2.826.0.1.3680043.8.498.43582089368085233282042973958381344343,6 
1.2.826.0.1.3680043.8.498.43678873342118569081551708730087158471,3 
1.2.826.0.1.3680043.8.498.43739522855570016276678681078657389850,9 21 
1.2.826.0.1.3680043.8.498.43786721765268283718627939510411217794,5 
1.2.826.0.1.3680043.8.498.43918545314037956251474681018130988422,14 
1.2.826.0.1.3680043.8.498.44009236627941226682073126521633294718,10 
1.2.826.0.1.3680043.8.498.44113339894940716093391749228155275893,4 
1.2.826.0.1.3680043.8.498.44205003625824771475492826160310508988,3 
1.2.826.0.1.3680043.8.498.44268451319819253013437515640096632144,11 
1.2.826.0.1.3680043.8.498.44352057999432183113945362502291811937,3 
1.2.826.0.1.3680043.8.498.44365548740102116811955513588335809108,3 
1.2.826.0.1.3680043.8.498.44372188620277354309312658134004408768,21 
1.2.826.0.1.3680043.8.498.44404516252019386634537602443188468056,13 
1.2.826.0.1.3680043.8.498.44419147660772670059080547832395560632,3 
1.2.826.0.1.3680043.8.498.44481467979961716128325860878023831549,13 
1.2.826.0.1.3680043.8.498.44497660309961499984814250128246804051,3 
1.2.826.0.1.3680043.8.498.44539164194222080516072937679256325602,3 6 
1.2.826.0.1.3680043.8.498.44610268584679072879286472690202307073,9 
1.2.826.0.1.3680043.8.498.44687741644515558201307438644049640452,21 
1.2.826.0.1.3680043.8.498.44700725962534629309385366046436799158,16 
1.2.826.0.1.3680043.8.498.44735997048413703295756484532477940689,17 
1.2.826.0.1.3680043.8.498.44769667050882688681268288464245560275,0 
1.2.826.0.1.3680043.8.498.44942885025304832317134648839270130418,3 
1.2.826.0.1.3680043.8.498.44985792809537660308321826332679605366,10 
1.2.826.0.1.3680043.8.498.45038026435777568769390126345361808503,3 
1.2.826.0.1.3680043.8.498.45065490084052134965683916839159534697,11 
1.2.826.0.1.3680043.8.498.45068180803415518680665710902044285561,3 
1.2.826.0.1.3680043.8.498.45116199993763335737880131510435441806,21 
1.2.826.0.1.3680043.8.498.45236243316424404018779373210543092610,0 
1.2.826.0.1.3680043.8.498.45356489352945944246833344009706732280,3 
1.2.826.0.1.3680043.8.498.45507155843140808710559423485351865555,3 
1.2.826.0.1.3680043.8.498.45545811527291099594261899260114531910,15 
1.2.826.0.1.3680043.8.498.45570911274604071231278550427407951916,13 20 
1.2.826.0.1.3680043.8.498.45596692144758748043895355427933273301,13 
1.2.826.0.1.3680043.8.498.45665045433223068376719033702966969908,15 
1.2.826.0.1.3680043.8.498.45728920056512203018582525864511842142,2 20 
1.2.826.0.1.3680043.8.498.45730841833224715665029305013707917693,3 
1.2.826.0.1.3680043.8.498.45771633987954485185301733561390860115,21 
1.2.826.0.1.3680043.8.498.45845296073387348321018115525607926895,3 
1.2.826.0.1.3680043.8.498.46003643125323211180295950870876313421,21 
1.2.826.0.1.3680043.8.498.46117814814287378749141752000588324582,13 20 
1.2.826.0.1.3680043.8.498.46118620346604463701745263216227762321,3 
1.2.826.0.1.3680043.8.498.46167711685414412007692898004181770244,3 
1.2.826.0.1.3680043.8.498.46269735129675043874390862852991144647,13 20 
1.2.826.0.1.3680043.8.498.46323023409603551268779223673926937516,3 
1.2.826.0.1.3680043.8.498.46325374724661734801744287635929957872,3 
1.2.826.0.1.3680043.8.498.46406067338322934220261487061283576862,20 
1.2.826.0.1.3680043.8.498.46422711165523680233963544478901961208,11 
1.2.826.0.1.3680043.8.498.46435289400241312752698231528369523618,8 
1.2.826.0.1.3680043.8.498.46637198077559375030835880147345278316,0 
1.2.826.0.1.3680043.8.498.46799387380933141395305298482868197834,14 
1.2.826.0.1.3680043.8.498.46822504950672776477824667319297042090,3 
1.2.826.0.1.3680043.8.498.46873497872646980538705577104674558575,11 
1.2.826.0.1.3680043.8.498.46995447179630810082384979042529183133,13 20 
1.2.826.0.1.3680043.8.498.47025796459059059388606082337430385758,3 
1.2.826.0.1.3680043.8.498.47032686703870651830605890577160341078,7 
1.2.826.0.1.3680043.8.498.47122208840773176383014274167395786776,7 
1.2.826.0.1.3680043.8.498.47124940692338562612193231325754226230,11 
1.2.826.0.1.3680043.8.498.47166552363341023393325102153507169681,3 
1.2.826.0.1.3680043.8.498.47176005747507461203832790269157005085,14 
1.2.826.0.1.3680043.8.498.47263066939228292739632936135971962509,11 
1.2.826.0.1.3680043.8.498.47385293940774274282341852479047003117,2 
1.2.826.0.1.3680043.8.498.47500025334411504040321811694547391296,3 
1.2.826.0.1.3680043.8.498.47572155867413808436639828301877907300,3 
1.2.826.0.1.3680043.8.498.47603058919376595356945357959548839334,14 
1.2.826.0.1.3680043.8.498.47654016360516607749663008358914554847,3 
1.2.826.0.1.3680043.8.498.47668595786886202849767872236921330183,17 
1.2.826.0.1.3680043.8.498.47792547773219390661042907257416202156,3 
1.2.826.0.1.3680043.8.498.47908479071578719245686624085285001642,6 
1.2.826.0.1.3680043.8.498.47919268887505833859804662157430690156,3 
1.2.826.0.1.3680043.8.498.48164415317122213996989219517497630015,9 21 
1.2.826.0.1.3680043.8.498.48382203055946148454598898179298538731,1 6 
1.2.826.0.1.3680043.8.498.48412886315271433553744770104757034987,3 
1.2.826.0.1.3680043.8.498.48561774353264407499337721407986010238,1 
1.2.826.0.1.3680043.8.498.48572801504144972600307021370884623557,7 
1.2.826.0.1.3680043.8.498.48666852773492663646684407284811405414,15 
1.2.826.0.1.3680043.8.498.48710663307781758377033990218378205007,3 
1.2.826.0.1.3680043.8.498.48711288783221249885908804317375173692,13 20 
1.2.826.0.1.3680043.8.498.48715672392185708609041664661211172520,16 
1.2.826.0.1.3680043.8.498.48839248272497297007289749454514192211,1 11 12 
1.2.826.0.1.3680043.8.498.48882573728434624644193429769311592238,16 
1.2.826.0.1.3680043.8.498.48911596960525386020401831637335226786,18 
1.2.826.0.1.3680043.8.498.48915605414920465769346975707410485305,6 
1.2.826.0.1.3680043.8.498.48927282822109573792907790754842887266,8 
1.2.826.0.1.3680043.8.498.48940076884711132572897456605920282256,0 
1.2.826.0.1.3680043.8.498.48976200301083679539952889895053838813,3 
1.2.826.0.1.3680043.8.498.49042641191949792629294427380473823002,0 
1.2.826.0.1.3680043.8.498.49042731076391847359377797243991936549,3 
1.2.826.0.1.3680043.8.498.49209741878758830922779476251181647027,0 
1.2.826.0.1.3680043.8.498.49266572780782622523590238957569142210,3 
1.2.826.0.1.3680043.8.498.49338333174230837608828780676958130910,20 
1.2.826.0.1.3680043.8.498.49350438390636504117359338405625417035,5 
1.2.826.0.1.3680043.8.498.49400526067632042474199585836196052618,8 
1.2.826.0.1.3680043.8.498.49454174513083749229755791207661206378,14 
1.2.826.0.1.3680043.8.498.49502751886327322713573341262672105557,3 
1.2.826.0.1.3680043.8.498.49517271509185734793980118269171514707,3 
1.2.826.0.1.3680043.8.498.49653914623601215033353972195382567447,1 
1.2.826.0.1.3680043.8.498.49745423722389558511606986656056772703,14 
1.2.826.0.1.3680043.8.498.49865224763871123388347288101537966026,18 
1.2.826.0.1.3680043.8.498.49892611575064253272059692926413858163,14 
1.2.826.0.1.3680043.8.498.50055066722360061644881071375145080036,3 
1.2.826.0.1.3680043.8.498.50132657620260365226999586099364264275,3 
1.2.826.0.1.3680043.8.498.50189932912319685668646915514217888357,2 
1.2.826.0.1.3680043.8.498.50275464339539902867079437880600966324,14 
1.2.826.0.1.3680043.8.498.50364199276235309496773158864594204991,3 
1.2.826.0.1.3680043.8.498.50515155554468059374838347396776819211,3 
1.2.826.0.1.3680043.8.498.50620316119650441086756496840570914076,0 
1.2.826.0.1.3680043.8.498.50631780827773349390586669742799331966,2 
1.2.826.0.1.3680043.8.498.50751872299402984831901628622698550071,11 
1.2.826.0.1.3680043.8.498.50867969730838857515823423861363667254,3 
1.2.826.0.1.3680043.8.498.50924234106101470737533567768309295814,3 
1.2.826.0.1.3680043.8.498.50936077508977170899728065708413429534,13 20 
1.2.826.0.1.3680043.8.498.51057776623264030217918651664264229947,19 
1.2.826.0.1.3680043.8.498.51080760931422862471562083934344776376,14 
1.2.826.0.1.3680043.8.498.51131472934860883412913508694525657238,0 
1.2.826.0.1.3680043.8.498.51231088259160620561201231909377942500,3 
1.2.826.0.1.3680043.8.498.51262104576214638840476735243748863059,3 
1.2.826.0.1.3680043.8.498.51322011696715877404443786087214342599,1 
1.2.826.0.1.3680043.8.498.51835086258445943007844383481447173386,21 
1.2.826.0.1.3680043.8.498.52111158299181227143066567155214107532,6 
1.2.826.0.1.3680043.8.498.52175178366301045572717039143013042035,11 
1.2.826.0.1.3680043.8.498.52336150164229854181195337400589042268,16 
1.2.826.0.1.3680043.8.498.52369662527230429679937679591560328077,10 
1.2.826.0.1.3680043.8.498.52404213062039882809786719283078392324,16 
1.2.826.0.1.3680043.8.498.52565113678257590570009002240635738158,3 
1.2.826.0.1.3680043.8.498.52592336968352347863574158203999640655,3 
1.2.826.0.1.3680043.8.498.52603667446510125891600433949645154385,3 
1.2.826.0.1.3680043.8.498.52612570085260330843150837350547758700,14 
1.2.826.0.1.3680043.8.498.52632948470007747874132738781954858831,11 
1.2.826.0.1.3680043.8.498.52961438508350278729950721346456513605,12 
1.2.826.0.1.3680043.8.498.53011545543893467916326336406954717223,3 
1.2.826.0.1.3680043.8.498.53074094756284756804663407088549761951,13 
1.2.826.0.1.3680043.8.498.53105301387983790372278892446285696837,2 
1.2.826.0.1.3680043.8.498.53157649924643943909744973791621454199,9 
1.2.826.0.1.3680043.8.498.53245167213521396744537571920344928290,13 
1.2.826.0.1.3680043.8.498.53353431970886790908526094200448248329,3 
1.2.826.0.1.3680043.8.498.53371387788360493649412939387936202678,2 
1.2.826.0.1.3680043.8.498.53411283183733547704967879802673908605,3 
1.2.826.0.1.3680043.8.498.53479345732351707993762129475752290009,14 
1.2.826.0.1.3680043.8.498.53513532061431932072379139580809187293,11 
1.2.826.0.1.3680043.8.498.53872432659130870989532498565501379028,14 
1.2.826.0.1.3680043.8.498.53889441431025165423000682495994170288,3 
1.2.826.0.1.3680043.8.498.53897456588238556102463329279464242254,3 
1.2.826.0.1.3680043.8.498.53948284392335030442920290633114386261,3 
1.2.826.0.1.3680043.8.498.53949061638321891509031529123213463005,14 
1.2.826.0.1.3680043.8.498.53997076772509769616624924784238059393,3 
1.2.826.0.1.3680043.8.498.54008182882801971547759310010356957421,3 
1.2.826.0.1.3680043.8.498.54130053098592946851528353519315831870,3 
1.2.826.0.1.3680043.8.498.54390633695116652745798941597556851407,3 
1.2.826.0.1.3680043.8.498.54393257348276012278364902848611800207,6 
1.2.826.0.1.3680043.8.498.54407122314226565100387377358051685472,17 
1.2.826.0.1.3680043.8.498.54739309527041386057440159936307938132,3 
1.2.826.0.1.3680043.8.498.54833579264412545872631978405396522756,3 
1.2.826.0.1.3680043.8.498.54850748427187288141509372939107866990,13 
1.2.826.0.1.3680043.8.498.55204904865630790504309009907193952951,9 
1.2.826.0.1.3680043.8.498.55225508737589277240526800312916397149,13 
1.2.826.0.1.3680043.8.498.55335724834600904970364440441300832122,3 
1.2.826.0.1.3680043.8.498.55342121465401330761423262094577171661,15 
1.2.826.0.1.3680043.8.498.55416677824998314819985107422814457439,3 
1.2.826.0.1.3680043.8.498.55477026509310373147805798618431678713,21 
1.2.826.0.1.3680043.8.498.55519338724682708506835431909637174580,3 
1.2.826.0.1.3680043.8.498.55532921181975222749591710692124007152,15 
1.2.826.0.1.3680043.8.498.55543638998284739150731032627892680325,3 
1.2.826.0.1.3680043.8.498.55607352471115756939223201170246391582,13 20 
1.2.826.0.1.3680043.8.498.55616500754849922682166624237404044949,21 
1.2.826.0.1.3680043.8.498.55832341068206556557259039021568617729,3 
1.2.826.0.1.3680043.8.498.55858710670024916972289883508053219314,3 
1.2.826.0.1.3680043.8.498.55862419107753604145640911590841428356,0 
1.2.826.0.1.3680043.8.498.55867936360653718058948589670415937074,11 
1.2.826.0.1.3680043.8.498.55895400197635680953582004514665967314,3 
1.2.826.0.1.3680043.8.498.55903646624033298136623520829951557494,9 21 
1.2.826.0.1.3680043.8.498.55911548219015444823755093056582677204,3 
1.2.826.0.1.3680043.8.498.55959765646524825993870785215424810944,3 
1.2.826.0.1.3680043.8.498.56037982502447279444159120326583677745,3 
1.2.826.0.1.3680043.8.498.56051445150509921910887006798662863981,3 
1.2.826.0.1.3680043.8.498.56065597606315293078157849569975133180,20 
1.2.826.0.1.3680043.8.498.56203919289315171779883456073213921002,3 
1.2.826.0.1.3680043.8.498.56263632990952752740283209966801126059,3 
1.2.826.0.1.3680043.8.498.56282828937602352144582306286436044739,14 
1.2.826.0.1.3680043.8.498.56484102564630587042835582050914302772,1 
1.2.826.0.1.3680043.8.498.56564716756879805515462263855196188845,16 
1.2.826.0.1.3680043.8.498.56585903065825742132679720400509461942,3 
1.2.826.0.1.3680043.8.498.56710750480507106180198514533192939893,17 
1.2.826.0.1.3680043.8.498.56739352742518308548325641657078671837,9 21 
1.2.826.0.1.3680043.8.498.56846640283856635711066497865935116763,9 21 
1.2.826.0.1.3680043.8.498.56914468087245411678243268351402698574,3 
1.2.826.0.1.3680043.8.498.56941486168149853902716154426733627988,3 
1.2.826.0.1.3680043.8.498.56992080026532466464122807543228035029,3 
1.2.826.0.1.3680043.8.498.56996717450222874480442497333320443892,3 
1.2.826.0.1.3680043.8.498.57058335295670223850675449117627146824,3 
1.2.826.0.1.3680043.8.498.57116756675480571573476051556536269135,3 
1.2.826.0.1.3680043.8.498.57199615749900504284763240131885768079,14 
1.2.826.0.1.3680043.8.498.57249735448223376691271206203712492674,9 21 
1.2.826.0.1.3680043.8.498.57408603541255851194831621355603291958,3 
1.2.826.0.1.3680043.8.498.57446121869823850262965102990953746895,5 
1.2.826.0.1.3680043.8.498.57453477151158807000851634867373734731,3 
1.2.826.0.1.3680043.8.498.57518600228422685610492615517070263050,15 
1.2.826.0.1.3680043.8.498.57519845513170508303218250624050348680,10 11 19 
1.2.826.0.1.3680043.8.498.57553463287848780122458085142310917189,16 
1.2.826.0.1.3680043.8.498.57658425788142674896002273462004468035,3 
1.2.826.0.1.3680043.8.498.57670412547280102144730163305598172297,3 
1.2.826.0.1.3680043.8.498.57691556813452808662039250023050794674,3 
1.2.826.0.1.3680043.8.498.57705493517855426671790534308720238243,12 
1.2.826.0.1.3680043.8.498.57792439353439709695715592578627325770,3 
1.2.826.0.1.3680043.8.498.57849895084414384680056837874127714382,3 
1.2.826.0.1.3680043.8.498.57950113137856466269619559889563317082,3 
1.2.826.0.1.3680043.8.498.58133578871441308826380941640637605845,14 
1.2.826.0.1.3680043.8.498.58213184485269370195749656926304054870,10 
1.2.826.0.1.3680043.8.498.58247825344979854826195291226783515110,11 
1.2.826.0.1.3680043.8.498.58360410146347503659558035529247376779,3 
1.2.826.0.1.3680043.8.498.58372818137406336128138835699257784068,3 
1.2.826.0.1.3680043.8.498.58495955848657797354063808127647782842,3 
1.2.826.0.1.3680043.8.498.58588909074099078780275276596383274903,1 
1.2.826.0.1.3680043.8.498.58600103877449033382449830156809668040,15 
1.2.826.0.1.3680043.8.498.58651292573184517629629882921490862222,6 
1.2.826.0.1.3680043.8.498.58798664241818087375030249745195497716,3 
1.2.826.0.1.3680043.8.498.58856176715001827670700138400784254423,3 
1.2.826.0.1.3680043.8.498.58901458867368051550901242586526996057,14 
1.2.826.0.1.3680043.8.498.58968424957657772244679907335163430377,3 
1.2.826.0.1.3680043.8.498.58985158179048705310713590225900322939,12 
1.2.826.0.1.3680043.8.498.58996250760352585732567727962151664252,14 
1.2.826.0.1.3680043.8.498.59118581287620302554261406482315062472,6 
1.2.826.0.1.3680043.8.498.59138876595841021843866929986999637422,5 
1.2.826.0.1.3680043.8.498.59157628349000176051219393154212171373,3 
1.2.826.0.1.3680043.8.498.59165422080060798706068028159745225264,13 
1.2.826.0.1.3680043.8.498.59174237195408864561987353434945124657,3 
1.2.826.0.1.3680043.8.498.59175237101901597342696020015488943651,3 
1.2.826.0.1.3680043.8.498.59378164210689519483668681900595765325,2 
1.2.826.0.1.3680043.8.498.59409306263004590952837909835388739702,21 
1.2.826.0.1.3680043.8.498.59513984062726763251696855090310552587,15 
1.2.826.0.1.3680043.8.498.59600182186355403780343988059531232584,13 20 
1.2.826.0.1.3680043.8.498.59689895686743445043932589038641883416,17 
1.2.826.0.1.3680043.8.498.59718881951449159254265741421672000695,3 
1.2.826.0.1.3680043.8.498.59759373486400921178540572841696289242,11 
1.2.826.0.1.3680043.8.498.59790473896195535824376938962788270981,15 
1.2.826.0.1.3680043.8.498.60033745411040908631547288209203922821,3 
1.2.826.0.1.3680043.8.498.60034817166501232053014806369191340928,14 
1.2.826.0.1.3680043.8.498.60056756633673931677428295397117605864,14 
1.2.826.0.1.3680043.8.498.60110883608536168431306185709137488124,3 
1.2.826.0.1.3680043.8.498.60114764751465486419422521908374634228,1 
1.2.826.0.1.3680043.8.498.60142885298592397727307743912205951053,15 
1.2.826.0.1.3680043.8.498.60190066045774335704460203339602614740,3 
1.2.826.0.1.3680043.8.498.60280078386197425901095874961755504127,1 11 12 
1.2.826.0.1.3680043.8.498.60288704388386519974494752550495808170,3 
1.2.826.0.1.3680043.8.498.60335184572799178090704378014191364930,3 
1.2.826.0.1.3680043.8.498.60578852583229932972869235166140901333,3 
1.2.826.0.1.3680043.8.498.60719045727510389225890019822889328195,16 
1.2.826.0.1.3680043.8.498.60795506542529482497878924785993649547,3 
1.2.826.0.1.3680043.8.498.60802384139188526962067275250022907425,2 
1.2.826.0.1.3680043.8.498.60838024383696061920968053876184888387,3 
1.2.826.0.1.3680043.8.498.60922190895750972007752038294901395291,0 
1.2.826.0.1.3680043.8.498.60964782211363234805993194732570333546,5 
1.2.826.0.1.3680043.8.498.61122039859305725646006857085954122061,9 
1.2.826.0.1.3680043.8.498.61162858382867330371436325748544394090,3 
1.2.826.0.1.3680043.8.498.61164014428681692295612924727498706023,3 
1.2.826.0.1.3680043.8.498.61208760273763472257832725117996356721,3 
1.2.826.0.1.3680043.8.498.61355920036009332163609204714113042248,3 
1.2.826.0.1.3680043.8.498.61418411983294329010448856651195244378,3 
1.2.826.0.1.3680043.8.498.61431034517465531958162912253173088073,13 
1.2.826.0.1.3680043.8.498.61478171192148958626141958809160474860,3 
1.2.826.0.1.3680043.8.498.61578966942830907107375790908247283477,3 
1.2.826.0.1.3680043.8.498.61673588869632694474608163462248036357,12 
1.2.826.0.1.3680043.8.498.61839942142308987040796093217124445532,3 
1.2.826.0.1.3680043.8.498.61870870887099471624636167610186511057,0 
1.2.826.0.1.3680043.8.498.61935240681171831691209674888082688803,9 
1.2.826.0.1.3680043.8.498.61974780667217643416586066793006652639,3 
1.2.826.0.1.3680043.8.498.61976345621096378299515978871457876618,6 
1.2.826.0.1.3680043.8.498.62074425726884602856697512942174430407,2 
1.2.826.0.1.3680043.8.498.62090916809590081895406952733501802527,14 
1.2.826.0.1.3680043.8.498.62196490199847445118642199561760924904,3 
1.2.826.0.1.3680043.8.498.62225490053269537817987129819807390378,4 
1.2.826.0.1.3680043.8.498.62232872907251400549267125025992790048,15 
1.2.826.0.1.3680043.8.498.62250757942396684659969024967016660775,0 
1.2.826.0.1.3680043.8.498.62295298628741359120502065797093839043,3 
1.2.826.0.1.3680043.8.498.62345270303014709498756226727287916460,3 
1.2.826.0.1.3680043.8.498.62353651251730467241029868387835674170,16 
1.2.826.0.1.3680043.8.498.62381268823169018477238620658838212890,3 
1.2.826.0.1.3680043.8.498.62568733080788923011383780390968254964,3 
1.2.826.0.1.3680043.8.498.62775586541135359915919720866789455246,4 
1.2.826.0.1.3680043.8.498.62933402750727171297935702190507306448,3 
1.2.826.0.1.3680043.8.498.63021261700617673275491893221095549724,13 20 
1.2.826.0.1.3680043.8.498.63053242005557146347385705656421095977,3 
1.2.826.0.1.3680043.8.498.63105708721007632407143702895540815158,3 
1.2.826.0.1.3680043.8.498.63172452431829321692580204742393706872,3 
1.2.826.0.1.3680043.8.498.63176240848170098686472893911576932545,3 
1.2.826.0.1.3680043.8.498.63196402475095542065734469081019943009,18 
1.2.826.0.1.3680043.8.498.63236127864691541955678740624328117533,15 
1.2.826.0.1.3680043.8.498.63244579741590063295267901672550274937,6 
1.2.826.0.1.3680043.8.498.63268888607721812461289780360015925094,11 
1.2.826.0.1.3680043.8.498.63417539389750840880397186312973809727,14 
1.2.826.0.1.3680043.8.498.63709639068191535953325260463631879778,17 
1.2.826.0.1.3680043.8.498.63714003308048945636399924189117892386,3 
1.2.826.0.1.3680043.8.498.63756226422867028767522558890568450934,0 
1.2.826.0.1.3680043.8.498.63789422906086318944762973226577310031,3 
1.2.826.0.1.3680043.8.498.63828825734267483748619137855837840990,12 
1.2.826.0.1.3680043.8.498.63860915049274643202370439342890162590,3 
1.2.826.0.1.3680043.8.498.64015834357407646072057674614026580751,6 
1.2.826.0.1.3680043.8.498.64052044964568507163111785582250346357,15 19 
1.2.826.0.1.3680043.8.498.64078941564999975508796001606301814868,21 
